66
47913 7.90035
1726366 -1
52767 -1
99 0.000765
235154 1.52709
3170 0.035387
10919 0.147934
33230 0.679931
160596276 1224.94
59206604 516.487
76413953 -1
39236629 1437.98
192385784 -1
249391048 -1
219317775 -1
83873014 -1
212 0.000679
238 0.001752
307 0.006885
513 0.003304
743 0.026212
539 0.004094
618 0.021305
32856 88.2296
317249814 -1
62 0.000446
136 0.000349
371 0.054651
14570 0.412144
587140 1.29576
1145496995 -1
50 0.000109
233 0.002932
7736 0.038402
132906474 -1
13665762 -1
170075 0.914148
23776210 902.278
66688719 -1
1138690 6.65704
61004897 -1
44678442 -1
1866 0.011845
5227 0.156068
503359 27.4458
10956 0.043015
193495 2.45576
25957869 590.815
32215 0.147577
676398 33.3202
12602191 -1
70094 1.36451
694 0.024409
2655 0.046084
3677 0.275958
37785 3.1562
251608 16.3786
2456 0.061788
18813 1.29869
2398 0.304276
317934 9.1135
484484 114.54
80922 1.70814
4616939 272.944
178455 3.3913
49983156 300.851
