66
38252 13.9068
20798 -1
3306 -1
94 0.00083
247837 3.73805
3796 0.045384
13051 0.193915
47326 0.700776
3461141 -1
3675548 -1
3089665 -1
2911754 -1
3792448 -1
3372024 -1
4167984 -1
4278213 -1
213 0.001844
239 0.002451
307 0.007073
517 0.008438
743 0.066797
542 0.010541
619 0.023119
15750 -1
3032781 -1
62 0.000896
105 0.000566
599 0.06083
21013 0.355376
612788 2.22176
13973314 -1
46 0.000189
345 0.002912
8877 0.099288
1854512 -1
425334 -1
169879 2.12297
1108426 -1
975493 -1
1140259 15.1217
988226 -1
593658 -1
2130 0.016483
7671 0.134801
621475 19.9519
10776 0.105094
190299 5.91268
1153025 -1
28039 0.437667
851484 41.6581
621522 -1
81275 3.03522
1230 0.027893
2180 0.037685
5365 0.290671
49288 2.5512
272336 12.0252
3022 0.061866
35620 1.48372
9117 0.538882
530717 9.4248
1023198 -1
98772 1.41822
1898551 -1
247783 2.60643
3734939 -1
