66
394784 -1
238 0.00212
73308872 -1
78850523 -1
212 0.001507
46030987 891.221
113203 1.13912
24000504 -1
307 0.006239
36529 -1
11250 0.39013
19682679 -1
242402 2.00009
39184181 505.936
170075 1.62499
342495 11.9136
585111 1.9382
148397 2.50271
50273 2.10964
53867350 898.236
7459 0.109112
47929 16.0779
629295 15.7753
324981948 -1
2129 0.012756
368 0.04161
743 0.059256
640479 94.721
12626 0.205207
45779 1.30953
513 0.00726
15504170 -1
1091417 39.3091
2583 8.4475
50 0.000179
10498 0.512055
539 0.008811
47119 0.43444
123 0.00047
27713 0.355563
99 0.000678
511060 7.25575
2761 0.050312
235250 2.92992
70617079 -1
3708 0.036313
209 0.001643
62 0.00076
618 0.019588
12704 0.135823
11274338 -1
1165 0.023792
1138690 11.504
16833385 -1
35019166 -1
88656781 -1
2613 0.035063
7711 0.073911
16977295 -1
22370232 -1
84440244 -1
193495 4.65451
6374739 181.183
92364633 -1
90638086 -1
9818 0.103094
