66
50501 7.21227
1809012 -1
168924 -1
99 0.000702
233275 1.57009
3516 0.023412
12685 0.076127
36918 0.316382
160466198 1257.55
59361182 530.324
155844956 1101.45
73242363 571.651
300039219 -1
342027978 -1
333633251 -1
300959656 -1
212 0.000711
238 0.0011
307 0.003635
513 0.003408
743 0.027775
539 0.004384
618 0.010319
1541 1.11879
334038871 -1
62 0.000644
136 0.000344
367 0.017495
13721 0.199184
587140 1.29159
1605677885 -1
50 9.5e-05
238 0.002217
8367 0.067779
139288052 -1
49110293 -1
184916 0.783708
81243450 1592.85
104921396 -1
1214234 6.24243
65399092 -1
91331456 -1
1876 0.011172
5798 0.06351
733564 8.78329
9551 0.065258
202940 2.44372
48983579 1045.78
27713 0.201694
1652461 29.2213
77930450 -1
361324 16.0314
866 0.018478
2184 0.024774
9624 0.186685
46303 1.07215
315699 6.37267
2761 0.027044
62405 0.778499
73858 1.4452
810760 5.29169
5211692 68.4883
94049 0.63164
6271881 89.4772
242367 1.09339
50279280 295.005
