66
44938 6.83908
1709041 -1
154797 -1
99 0.000316
258232 1.57956
3867 0.018779
12712 0.075642
47237 0.234959
118937011 1021.78
46710192 484.226
113235891 862.34
54037544 475.589
298672916 -1
342953118 -1
322349304 -1
250588332 -1
212 0.0007
238 0.000996
307 0.002959
513 0.003355
743 0.027485
539 0.004224
618 0.009256
2168 2.69174
258890223 -1
62 0.000369
123 0.000225
367 0.018273
12617 0.113237
573559 0.74494
1442619026 -1
50 6.9e-05
210 0.000788
8017 0.03938
130246090 -1
34143859 -1
170075 0.888396
31159598 655.43
68848773 -1
1138690 6.65941
55400391 -1
60658961 -1
2129 0.00663
7459 0.056434
629419 8.21728
10956 0.042801
193463 2.4427
25759636 585.051
28474 0.1929
1091235 20.4586
53099615 -1
148397 1.34693
1213 0.012622
2724 0.018291
12980 0.21771
51428 1.07402
354773 6.12109
2943 0.029896
47486 0.765693
12629 0.33266
548879 4.03602
718265 48.781
119700 0.612508
6389644 93.2067
242882 1.13303
50001519 305.288
