66
50592 7.2626
1764057 -1
167434 -1
99 0.000343
296071 1.72544
3834 0.018966
13633 0.075072
37382 0.296855
125283346 1049.75
53646829 491.074
120226395 866.548
73756676 563.04
307223852 -1
342708067 -1
336427750 -1
273900575 -1
212 0.000905
238 0.000982
307 0.0028
513 0.003955
743 0.025964
539 0.006556
618 0.009442
1541 1.09139
316053166 -1
62 0.000364
123 0.000211
366 0.016873
14449 0.275777
583149 0.898996
1583635396 -1
50 6.8e-05
210 0.000761
8535 0.090172
143293601 -1
55757473 -1
191036 0.774187
53493147 1075.82
80225759 -1
1214234 6.26247
64767668 -1
79626050 -1
2129 0.006635
7459 0.056487
933747 10.697
10956 0.042848
193495 2.44283
26154497 590.118
32215 0.147263
1232416 22.7913
68842421 -1
361324 16.3943
1226 0.0121
3398 0.018531
17479 0.229888
57349 1.09025
350875 6.09114
4652 0.061894
60447 0.796549
47576 0.964527
737719 4.84312
799889 47.119
95320 0.62339
9234073 123.953
244639 1.1198
50257700 302.635
