66
46885 7.05585
1748970 -1
153710 -1
99 0.000309
250312 1.52064
3901 0.017981
12712 0.073595
47240 0.228545
118952669 993.492
47878868 465.023
113275720 857.088
54065177 476.268
298034490 -1
341278696 -1
315449660 -1
250988753 -1
212 0.000703
238 0.000994
307 0.002894
513 0.003368
743 0.026953
539 0.004225
618 0.009261
2272 2.9932
296059369 -1
62 0.000374
123 0.000225
367 0.018571
12611 0.113508
573570 0.754877
1425508431 -1
50 7.2e-05
209 0.000827
7744 0.039885
128659277 -1
38249700 -1
170075 0.926311
31662011 687.32
66923614 -1
1138690 6.71856
60081471 -1
60487479 -1
2129 0.006686
7459 0.057216
679445 8.65834
10956 0.043355
193495 2.4774
25989421 597.53
32215 0.148973
1091773 20.7683
57773499 -1
148439 1.35056
1213 0.012645
3336 0.019425
12868 0.216954
51353 1.06963
353669 6.16704
2852 0.026716
53272 0.799702
15425 0.379752
528791 3.96683
716845 49.0235
121629 0.615297
6389910 93.5722
242817 1.13646
49878845 304.624
